tract_fips_2020,Tract_fips_2022,tract_name,town_name,town_fips_2020,town_fips_2022,county_name,county_fips_2020,ce_name_2022,ce_fips_2022,2010zip5,PUMA2020code,PUMA2020name,school_district_code,school_district_name
9009175300,9170175300,1753,Wallingford,900978740,917078740,New Haven,9009,South Central Connecticut Planning Region,9170,6492,20503,South Central North,148,Wallingford
9011700100,9180700100,7001,Preston,901162150,918062150,New London,9011,Southeastern Connecticut Planning Region,9180,6365,20302,Inland Southeastern,114,Preston
9011660101,9130660101,6601.01,Old Lyme,901157040,913057040,New London,9011,Lower Connecticut River Valley Planning Region,9130,6371,20400,Lower Connecticut River Valley,218,Region 18
9011709100,9180709100,7091,Griswold,901133900,918033900,New London,9011,Southeastern Connecticut Planning Region,9180,6351,20302,Inland Southeastern,58,Griswold
9011710100,9180710100,7101,Lisbon,901143230,918043230,New London,9011,Southeastern Connecticut Planning Region,9180,6351,20302,Inland Southeastern,73,Lisbon
9011696100,9180696100,6961,Norwich,901156270,918056270,New London,9011,Southeastern Connecticut Planning Region,9180,6360,20302,Inland Southeastern,104,Norwich
9011696200,9180696200,6962,Norwich,901156270,918056270,New London,9011,Southeastern Connecticut Planning Region,9180,6360,20302,Inland Southeastern,104,Norwich
9011708100,9150708100,7081,Voluntown,901178600,915078600,New London,9011,Northeastern Connecticut Planning Region,9150,6384,20204,Northeastern Planning Region & Stafford Town,147,Voluntown
9011870100,9180870100,8701,Lebanon,901142390,918042390,New London,9011,Southeastern Connecticut Planning Region,9180,6249,20302,Inland Southeastern,71,Lebanon
9011702800,9180702800,7028,Groton,901134250,918034250,New London,9011,Southeastern Connecticut Planning Region,9180,6340,20301,Shoreline Southeastern,59,Groton
9011702900,9180702900,7029,Groton,901134250,918034250,New London,9011,Southeastern Connecticut Planning Region,9180,6340,20301,Shoreline Southeastern,59,Groton
9011703000,9180703000,7030,Groton,901134250,918034250,New London,9011,Southeastern Connecticut Planning Region,9180,6355,20301,Shoreline Southeastern,59,Groton
9005253200,9190253200,2532,New Milford,900552630,919052630,Litchfield,9005,Western Connecticut Planning Region,9190,6776,20804,Western North,96,New Milford
9005349200,9140349200,3492,Thomaston,900575730,914075730,Litchfield,9005,Naugatuck Valley Planning Region,9140,6787,20602,Naugatuck Valley North,140,Thomaston
9005362101,9140362101,3621.01,Woodbury,900587910,914087910,Litchfield,9005,Naugatuck Valley Planning Region,9140,6798,20602,Naugatuck Valley North,214,Region 14
9005300400,9160300400,3004,Litchfield,900543370,916043370,Litchfield,9005,Northwest Hills Planning Region,9160,6759,20100,Northwest Hills,74,Litchfield
9005300500,9160300500,3005,Litchfield,900543370,916043370,Litchfield,9005,Northwest Hills Planning Region,9160,6759,20100,Northwest Hills,74,Litchfield
9005360100,9140360100,3601,Watertown,900580490,914080490,Litchfield,9005,Naugatuck Valley Planning Region,9140,6795,20602,Naugatuck Valley North,153,Watertown
9005425300,9140425300,4253,Plymouth,900560750,914060750,Litchfield,9005,Naugatuck Valley Planning Region,9140,6786,20602,Naugatuck Valley North,111,Plymouth
9005261100,9160261100,2611,Salisbury,900566420,916066420,Litchfield,9005,Northwest Hills Planning Region,9160,6068,20100,Northwest Hills,201,Region 1
9005253400,9190253400,2534,New Milford,900552630,919052630,Litchfield,9005,Western Connecticut Planning Region,9190,6776,20804,Western North,96,New Milford
9005349100,9140349100,3491,Thomaston,900575730,914075730,Litchfield,9005,Naugatuck Valley Planning Region,9140,6787,20602,Naugatuck Valley North,140,Thomaston
9005253500,9190253500,2535,New Milford,900552630,919052630,Litchfield,9005,Western Connecticut Planning Region,9190,6776,20804,Western North,96,New Milford
9005296100,9160296100,2961,Goshen,900532290,916032290,Litchfield,9005,Northwest Hills Planning Region,9160,6756,20100,Northwest Hills,206,Region 6
9005310601,9160310601,3106.01,Torrington,900576570,916076570,Litchfield,9005,Northwest Hills Planning Region,9160,6790,20100,Northwest Hills,143,Torrington
9005306100,9160306100,3061,New Hartford,900551350,916051350,Litchfield,9005,Northwest Hills Planning Region,9160,6057,20100,Northwest Hills,207,Region 7
9005263200,9160263200,2632,Cornwall,900517240,916017240,Litchfield,9005,Northwest Hills Planning Region,9160,6796,20100,Northwest Hills,201,Region 1
9005300100,9160300100,3001,Litchfield,900543370,916043370,Litchfield,9005,Northwest Hills Planning Region,9160,6759,20100,Northwest Hills,74,Litchfield
9005362102,9140362102,3621.02,Woodbury,900587910,914087910,Litchfield,9005,Naugatuck Valley Planning Region,9140,6798,20602,Naugatuck Valley North,214,Region 14
9011715100,9180715100,7151,Salem,901166210,918066210,New London,9011,Southeastern Connecticut Planning Region,9180,6420,20302,Inland Southeastern,121,Salem
9001110601,9140110601,1106.01,Shelton,900168170,914068170,Fairfield,9001,Naugatuck Valley Planning Region,9140,6484,20603,Naugatuck Valley South,126,Shelton
9001110602,9140110602,1106.02,Shelton,900168170,914068170,Fairfield,9001,Naugatuck Valley Planning Region,9140,6484,20603,Naugatuck Valley South,126,Shelton
9001035102,9190035102,351.02,New Canaan,900150580,919050580,Fairfield,9001,Western Connecticut Planning Region,9190,6840,20802,Western Central,90,New Canaan
9001035101,9190035101,351.01,New Canaan,900150580,919050580,Fairfield,9001,Western Connecticut Planning Region,9190,6840,20802,Western Central,90,New Canaan
9001210502,9190210502,2105.02,Danbury,900118500,919018500,Fairfield,9001,Western Connecticut Planning Region,9190,6810,20804,Western North,34,Danbury
9001021701,9190021701,217.01,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6902,20801,Stamford & Greenwich Towns,135,Stamford
9001021602,9190021602,216.02,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6902,20801,Stamford & Greenwich Towns,135,Stamford
9001021502,9190021502,215.02,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6902,20801,Stamford & Greenwich Towns,135,Stamford
9001211202,9190211202,2112.02,Danbury,900118500,919018500,Fairfield,9001,Western Connecticut Planning Region,9190,6811,20804,Western North,34,Danbury
9001210202,9190210202,2102.02,Danbury,900118500,919018500,Fairfield,9001,Western Connecticut Planning Region,9190,6810,20804,Western North,34,Danbury
9001210201,9190210201,2102.01,Danbury,900118500,919018500,Fairfield,9001,Western Connecticut Planning Region,9190,6810,20804,Western North,34,Danbury
9001210102,9190210102,2101.02,Danbury,900118500,919018500,Fairfield,9001,Western Connecticut Planning Region,9190,6810,20804,Western North,34,Danbury
9001210401,9190210401,2104.01,Danbury,900118500,919018500,Fairfield,9001,Western Connecticut Planning Region,9190,6810,20804,Western North,34,Danbury
9001050302,9190050302,503.02,Westport,900183500,919083500,Fairfield,9001,Western Connecticut Planning Region,9190,6880,20803,Norwalk & Westport Towns,158,Westport
9001021401,9190021401,214.01,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6902,20801,Stamford & Greenwich Towns,135,Stamford
9001021402,9190021402,214.02,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6902,20801,Stamford & Greenwich Towns,135,Stamford
9001021601,9190021601,216.01,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6905,20801,Stamford & Greenwich Towns,135,Stamford
9001020101,9190020101,201.01,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6901,20801,Stamford & Greenwich Towns,135,Stamford
9001021702,9190021702,217.02,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6901,20801,Stamford & Greenwich Towns,135,Stamford
9001021501,9190021501,215.01,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6902,20801,Stamford & Greenwich Towns,135,Stamford
9001211201,9190211201,2112.01,Danbury,900118500,919018500,Fairfield,9001,Western Connecticut Planning Region,9190,6811,20804,Western North,34,Danbury
9001210101,9190210101,2101.01,Danbury,900118500,919018500,Fairfield,9001,Western Connecticut Planning Region,9190,6810,20804,Western North,34,Danbury
9001020102,9190020102,201.02,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6901,20801,Stamford & Greenwich Towns,135,Stamford
9001210501,9190210501,2105.01,Danbury,900118500,919018500,Fairfield,9001,Western Connecticut Planning Region,9190,6810,20804,Western North,34,Danbury
9001210402,9190210402,2104.02,Danbury,900118500,919018500,Fairfield,9001,Western Connecticut Planning Region,9190,6810,20804,Western North,34,Danbury
9001050301,9190050301,503.01,Westport,900183500,919083500,Fairfield,9001,Western Connecticut Planning Region,9190,6880,20803,Norwalk & Westport Towns,158,Westport
9013881500,9110881500,8815,Mansfield,901344910,911044910,Tolland,9013,Capitol Planning Region,9110,6268,20203,Capitol East,219,Region 19
9003430604,9110430604,4306.04,Southington,900370550,911070550,Hartford,9003,Capitol Planning Region,9110,6489,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington
9003430501,9110430501,4305.01,Southington,900370550,911070550,Hartford,9003,Capitol Planning Region,9110,6479,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington
9003430502,9110430502,4305.02,Southington,900370550,911070550,Hartford,9003,Capitol Planning Region,9110,6479,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington
9003980002,9110980002,9800.02,Windsor Locks,900387070,911087070,Hartford,9003,Capitol Planning Region,9110,6096,20202,Connecticut River North,165,Windsor Locks
9003417200,9110417200,4172,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6053,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003417300,9110417300,4173,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,6053,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain
9003980003,9110980003,9800.03,Suffield,900374540,911074540,Hartford,9003,Capitol Planning Region,9110,6078,20202,Connecticut River North,139,Suffield
9003980100,9110980100,9801,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,6120,20201,Hartford Town,64,Hartford
9003980001,9110980001,9800.01,East Granby,900322070,911022070,Hartford,9003,Capitol Planning Region,9110,6096,20208,Capitol West,40,East Granby
9009142604,9170142604,1426.04,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6513,20501,New Haven Town,93,New Haven
9009361401,9170361401,3614.01,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6511,20501,New Haven Town,93,New Haven
9003460100,9110460100,4601,Farmington,900327600,911027600,Hartford,9003,Capitol Planning Region,9110,6032,20208,Capitol West,52,Farmington
9001257200,9120257200,2572,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6606,20701,Bridgeport Town,15,Bridgeport
9003405402,9140405402,4054.02,Bristol,900308490,914008490,Hartford,9003,Naugatuck Valley Planning Region,9140,6010,20602,Naugatuck Valley North,17,Bristol
9003524502,9110524502,5245.02,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,6105,20201,Hartford Town,64,Hartford
9003524200,9110524200,5242,Rocky Hill,900365370,911065370,Hartford,9003,Capitol Planning Region,9110,6067,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",119,Rocky Hill
9003460203,9110460203,4602.03,Farmington,900327600,911027600,Hartford,9003,Capitol Planning Region,9110,6032,20208,Capitol West,52,Farmington
9003487201,9110487201,4872.01,South Windsor,900371390,911071390,Hartford,9003,Capitol Planning Region,9110,6074,20202,Connecticut River North,132,South Windsor
9003487202,9110487202,4872.02,South Windsor,900371390,911071390,Hartford,9003,Capitol Planning Region,9110,6074,20202,Connecticut River North,132,South Windsor
9003514101,9110514101,5141.01,Manchester,900344700,911044700,Hartford,9003,Capitol Planning Region,9110,6042,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester
9003520302,9110520302,5203.02,Glastonbury,900331240,911031240,Hartford,9003,Capitol Planning Region,9110,6033,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",54,Glastonbury
9003520301,9110520301,5203.01,Glastonbury,900331240,911031240,Hartford,9003,Capitol Planning Region,9110,6033,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",54,Glastonbury
9003524300,9110524300,5243,Enfield,900325990,911025990,Hartford,9003,Capitol Planning Region,9110,6082,20202,Connecticut River North,49,Enfield
9003524700,9110524700,5247,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,6106,20201,Hartford Town,64,Hartford
9003524400,9110524400,5244,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,6120,20201,Hartford Town,64,Hartford
9003524600,9110524600,5246,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,6105,20201,Hartford Town,64,Hartford
9015903101,9150903101,9031.01,Putnam,901562710,915062710,Windham,9015,Northeastern Connecticut Planning Region,9150,6260,20204,Northeastern Planning Region & Stafford Town,116,Putnam
9015904102,9150904102,9041.02,Killingly,901540500,915040500,Windham,9015,Northeastern Connecticut Planning Region,9150,6239,20204,Northeastern Planning Region & Stafford Town,69,Killingly
9015905101,9150905101,9051.01,Brooklyn,901509190,915009190,Windham,9015,Northeastern Connecticut Planning Region,9150,6234,20204,Northeastern Planning Region & Stafford Town,19,Brooklyn
9015800502,9180800502,8005.02,Windham,901586790,918086790,Windham,9015,Southeastern Connecticut Planning Region,9180,6280,20302,Inland Southeastern,163,Windham
9015903102,9150903102,9031.02,Putnam,901562710,915062710,Windham,9015,Northeastern Connecticut Planning Region,9150,6260,20204,Northeastern Planning Region & Stafford Town,116,Putnam
9015901102,9150901102,9011.02,Woodstock,901588190,915088190,Windham,9015,Northeastern Connecticut Planning Region,9150,6281,20204,Northeastern Planning Region & Stafford Town,169,Woodstock
9015901101,9150901101,9011.01,Woodstock,901588190,915088190,Windham,9015,Northeastern Connecticut Planning Region,9150,6281,20204,Northeastern Planning Region & Stafford Town,169,Woodstock
9015904101,9150904101,9041.01,Killingly,901540500,915040500,Windham,9015,Northeastern Connecticut Planning Region,9150,6241,20204,Northeastern Planning Region & Stafford Town,69,Killingly
9015800501,9180800501,8005.01,Windham,901586790,918086790,Windham,9015,Southeastern Connecticut Planning Region,9180,6256,20302,Inland Southeastern,163,Windham
9015905102,9150905102,9051.02,Brooklyn,901509190,915009190,Windham,9015,Northeastern Connecticut Planning Region,9150,6234,20204,Northeastern Planning Region & Stafford Town,19,Brooklyn
9009142700,9170142700,1427,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6512,20501,New Haven Town,93,New Haven
9011714104,9180714104,7141.04,Colchester,901115910,918015910,New London,9011,Southeastern Connecticut Planning Region,9180,6415,20302,Inland Southeastern,28,Colchester
9011870704,9180870704,8707.04,East Lyme,901123400,918023400,New London,9011,Southeastern Connecticut Planning Region,9180,6357,20301,Shoreline Southeastern,45,East Lyme
9011870701,9180870701,8707.01,East Lyme,901123400,918023400,New London,9011,Southeastern Connecticut Planning Region,9180,6357,20301,Shoreline Southeastern,45,East Lyme
9011705102,9180705102,7051.02,Stonington,901173770,918073770,New London,9011,Southeastern Connecticut Planning Region,9180,6379,20301,Shoreline Southeastern,137,Stonington
9011705101,9180705101,7051.01,Stonington,901173770,918073770,New London,9011,Southeastern Connecticut Planning Region,9180,6379,20301,Shoreline Southeastern,137,Stonington
9011870300,9180870300,8703,New London,901152350,918052350,New London,9011,Southeastern Connecticut Planning Region,9180,6320,20301,Shoreline Southeastern,95,New London
9013529100,9110529100,5291,Bolton,901306260,911006260,Tolland,9013,Capitol Planning Region,9110,6043,20203,Capitol East,12,Bolton
9013530100,9110530100,5301,Vernon,901378250,911078250,Tolland,9013,Capitol Planning Region,9110,6066,20205,"East Hartford, Manchester & Vernon Towns",146,Vernon
9003524100,9110524100,5241,Marlborough,900345820,911045820,Hartford,9003,Capitol Planning Region,9110,6447,20203,Capitol East,208,Region 8
9013530301,9110530301,5303.01,Vernon,901378250,911078250,Tolland,9013,Capitol Planning Region,9110,6066,20205,"East Hartford, Manchester & Vernon Towns",146,Vernon
9013530302,9110530302,5303.02,Vernon,901378250,911078250,Tolland,9013,Capitol Planning Region,9110,6066,20205,"East Hartford, Manchester & Vernon Towns",146,Vernon
9013530400,9110530400,5304,Vernon,901378250,911078250,Tolland,9013,Capitol Planning Region,9110,6066,20205,"East Hartford, Manchester & Vernon Towns",146,Vernon
9013530500,9110530500,5305,Vernon,901378250,911078250,Tolland,9013,Capitol Planning Region,9110,6066,20205,"East Hartford, Manchester & Vernon Towns",146,Vernon
9013881100,9110881100,8811,Mansfield,901344910,911044910,Tolland,9013,Capitol Planning Region,9110,6268,20203,Capitol East,219,Region 19
9013850200,9110850200,8502,Coventry,901317800,911017800,Tolland,9013,Capitol Planning Region,9110,6238,20203,Capitol East,32,Coventry
9003420400,9110420400,4204,Plainville,900360120,911060120,Hartford,9003,Capitol Planning Region,9110,6062,20207,"New Britain, Southington, Berlin & Plainville Towns",110,Plainville
9009141500,9170141500,1415,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6511,20501,New Haven Town,93,New Haven
9009141600,9170141600,1416,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6511,20501,New Haven Town,93,New Haven
9009141800,9170141800,1418,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6511,20501,New Haven Town,93,New Haven
9009141900,9170141900,1419,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6511,20501,New Haven Town,93,New Haven
9009142100,9170142100,1421,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6511,20501,New Haven Town,93,New Haven
9011690800,9180690800,6908,New London,901152350,918052350,New London,9011,Southeastern Connecticut Planning Region,9180,6320,20301,Shoreline Southeastern,95,New London
9011690900,9180690900,6909,New London,901152350,918052350,New London,9011,Southeastern Connecticut Planning Region,9180,6320,20301,Shoreline Southeastern,95,New London
9011693500,9180693500,6935,Waterford,901180280,918080280,New London,9011,Southeastern Connecticut Planning Region,9180,6385,20301,Shoreline Southeastern,152,Waterford
9011693600,9180693600,6936,Waterford,901180280,918080280,New London,9011,Southeastern Connecticut Planning Region,9180,6375,20301,Shoreline Southeastern,152,Waterford
9011696800,9180696800,6968,Norwich,901156270,918056270,New London,9011,Southeastern Connecticut Planning Region,9180,6360,20302,Inland Southeastern,104,Norwich
9011697000,9180697000,6970,Norwich,901156270,918056270,New London,9011,Southeastern Connecticut Planning Region,9180,6360,20302,Inland Southeastern,104,Norwich
9007610300,9130610300,6103,Clinton,900715350,913015350,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6413,20400,Lower Connecticut River Valley,27,Clinton
9011702300,9180702300,7023,Groton,901134250,918034250,New London,9011,Southeastern Connecticut Planning Region,9180,6340,20301,Shoreline Southeastern,59,Groton
9011702400,9180702400,7024,Groton,901134250,918034250,New London,9011,Southeastern Connecticut Planning Region,9180,6340,20301,Shoreline Southeastern,59,Groton
9001042600,9190042600,426,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,6851,20803,Norwalk & Westport Towns,103,Norwalk
9001042900,9190042900,429,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,6850,20803,Norwalk & Westport Towns,103,Norwalk
9001071000,9120071000,710,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6605,20701,Bridgeport Town,15,Bridgeport
9001071100,9120071100,711,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6605,20701,Bridgeport Town,15,Bridgeport
9001071200,9120071200,712,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6605,20701,Bridgeport Town,15,Bridgeport
9001071300,9120071300,713,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6604,20701,Bridgeport Town,15,Bridgeport
9001071400,9120071400,714,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6604,20701,Bridgeport Town,15,Bridgeport
9003430100,9110430100,4301,Southington,900370550,911070550,Hartford,9003,Capitol Planning Region,9110,6489,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington
9001071600,9120071600,716,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6604,20701,Bridgeport Town,15,Bridgeport
9003487100,9110487100,4871,South Windsor,900371390,911071390,Hartford,9003,Capitol Planning Region,9110,6074,20202,Connecticut River North,132,South Windsor
9001043400,9190043400,434,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,6851,20803,Norwalk & Westport Towns,103,Norwalk
9001043500,9190043500,435,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,6851,20803,Norwalk & Westport Towns,103,Norwalk
9001071900,9120071900,719,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6606,20701,Bridgeport Town,15,Bridgeport
9001072000,9120072000,720,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6606,20701,Bridgeport Town,15,Bridgeport
9001072200,9120072200,722,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6606,20701,Bridgeport Town,15,Bridgeport
9001043600,9190043600,436,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,6851,20803,Norwalk & Westport Towns,103,Norwalk
9001072300,9120072300,723,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6606,20701,Bridgeport Town,15,Bridgeport
9001072400,9120072400,724,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6606,20701,Bridgeport Town,15,Bridgeport
9001072500,9120072500,725,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6606,20701,Bridgeport Town,15,Bridgeport
9011705400,9180705400,7054,Stonington,901173770,918073770,New London,9011,Southeastern Connecticut Planning Region,9180,6378,20301,Shoreline Southeastern,137,Stonington
9011716101,9180716101,7161.01,East Lyme,901123400,918023400,New London,9011,Southeastern Connecticut Planning Region,9180,6333,20301,Shoreline Southeastern,45,East Lyme
9011695202,9180695202,6952.02,Montville,901148900,918048900,New London,9011,Southeastern Connecticut Planning Region,9180,6370,20302,Inland Southeastern,86,Montville
9011711100,9180711100,7111,Sprague,901171670,918071670,New London,9011,Southeastern Connecticut Planning Region,9180,6330,20302,Inland Southeastern,133,Sprague
9011705200,9180705200,7052,Stonington,901173770,918073770,New London,9011,Southeastern Connecticut Planning Region,9180,6378,20301,Shoreline Southeastern,137,Stonington
9011701100,9180701100,7011,Ledyard,901142600,918042600,New London,9011,Southeastern Connecticut Planning Region,9180,6339,20302,Inland Southeastern,72,Ledyard
9001072600,9120072600,726,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6606,20701,Bridgeport Town,15,Bridgeport
9001072700,9120072700,727,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6606,20701,Bridgeport Town,15,Bridgeport
9001043900,9190043900,439,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,6854,20803,Norwalk & Westport Towns,103,Norwalk
9001043700,9190043700,437,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,6850,20803,Norwalk & Westport Towns,103,Norwalk
9001072800,9120072800,728,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6606,20701,Bridgeport Town,15,Bridgeport
9011693300,9180693300,6933,Waterford,901180280,918080280,New London,9011,Southeastern Connecticut Planning Region,9180,6385,20301,Shoreline Southeastern,152,Waterford
9011714101,9180714101,7141.01,Colchester,901115910,918015910,New London,9011,Southeastern Connecticut Planning Region,9180,6415,20302,Inland Southeastern,28,Colchester
9011707100,9180707100,7071,North Stonington,901155500,918055500,New London,9011,Southeastern Connecticut Planning Region,9180,6359,20302,Inland Southeastern,102,North Stonington
9011701200,9180701200,7012,Ledyard,901142600,918042600,New London,9011,Southeastern Connecticut Planning Region,9180,6335,20302,Inland Southeastern,72,Ledyard
9011695201,9180695201,6952.01,Montville,901148900,918048900,New London,9011,Southeastern Connecticut Planning Region,9180,6382,20302,Inland Southeastern,86,Montville
9011650100,9130650100,6501,Lyme,901144210,913044210,New London,9011,Lower Connecticut River Valley Planning Region,9130,6371,20400,Lower Connecticut River Valley,218,Region 18
9011696600,9180696600,6966,Norwich,901156270,918056270,New London,9011,Southeastern Connecticut Planning Region,9180,6360,20302,Inland Southeastern,104,Norwich
9011693400,9180693400,6934,Waterford,901180280,918080280,New London,9011,Southeastern Connecticut Planning Region,9180,6385,20301,Shoreline Southeastern,152,Waterford
9001044000,9190044000,440,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,6854,20803,Norwalk & Westport Towns,103,Norwalk
9001044100,9190044100,441,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,6854,20803,Norwalk & Westport Towns,103,Norwalk
9001044200,9190044200,442,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,6855,20803,Norwalk & Westport Towns,103,Norwalk
9001073000,9120073000,730,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6610,20701,Bridgeport Town,15,Bridgeport
9001073200,9120073200,732,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6610,20701,Bridgeport Town,15,Bridgeport
9001073300,9120073300,733,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6610,20701,Bridgeport Town,15,Bridgeport
9001073400,9120073400,734,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6610,20701,Bridgeport Town,15,Bridgeport
9001073500,9120073500,735,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6608,20701,Bridgeport Town,15,Bridgeport
9001073700,9120073700,737,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6610,20701,Bridgeport Town,15,Bridgeport
9001073800,9120073800,738,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6608,20701,Bridgeport Town,15,Bridgeport
9001074300,9120074300,743,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6607,20701,Bridgeport Town,15,Bridgeport
9001074400,9120074400,744,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,6607,20701,Bridgeport Town,15,Bridgeport
9001080100,9120080100,801,Stratford,900174190,912074190,Fairfield,9001,Greater Bridgeport Planning Region,9120,6614,20702,Bridgeport Suburban,138,Stratford
9001021801,9190021801,218.01,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6906,20801,Stamford & Greenwich Towns,135,Stamford
9001021802,9190021802,218.02,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,6906,20801,Stamford & Greenwich Towns,135,Stamford
9001080200,9120080200,802,Stratford,900174190,912074190,Fairfield,9001,Greater Bridgeport Planning Region,9120,6615,20702,Bridgeport Suburban,138,Stratford
9001080500,9120080500,805,Stratford,900174190,912074190,Fairfield,9001,Greater Bridgeport Planning Region,9120,6615,20702,Bridgeport Suburban,138,Stratford
9001080600,9120080600,806,Stratford,900174190,912074190,Fairfield,9001,Greater Bridgeport Planning Region,9120,6615,20702,Bridgeport Suburban,138,Stratford
9001080700,9120080700,807,Stratford,900174190,912074190,Fairfield,9001,Greater Bridgeport Planning Region,9120,6615,20702,Bridgeport Suburban,138,Stratford
9001044300,9190044300,443,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,6855,20803,Norwalk & Westport Towns,103,Norwalk
